,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
215,215,1750558985486804,-47,128,3C:6A:D2:84:AD:40,0,22208,2ae0,0,43455c0,-47.0
216,216,1750558985556767,-47,8,3C:6A:D2:84:AD:40,0,49280,2ae0,0,43455c0,-47.0
217,217,1750558985557500,-47,8,3C:6A:D2:84:AD:40,0,49296,2ae0,0,43455c0,-47.0
218,218,1750558985558176,-47,8,3C:6A:D2:84:AD:40,0,49312,2ae0,0,43455c0,-47.0
219,219,1750558985558608,-47,8,3C:6A:D2:84:AD:40,0,49328,2ae0,0,43455c0,-47.0
220,220,1750558985560359,-47,8,3C:6A:D2:84:AD:40,0,49344,2ae0,0,43455c0,-47.0
221,221,1750558985589245,-47,128,3C:6A:D2:84:AD:40,0,22224,2ae0,0,43455c0,-47.0
222,222,1750558985691616,-47,128,3C:6A:D2:84:AD:40,0,22240,2ae0,0,43455c0,-47.0
223,223,1750558985794042,-47,128,3C:6A:D2:84:AD:40,0,22256,2ae0,0,43455c0,-47.0
224,224,1750558985896453,-47,128,3C:6A:D2:84:AD:40,0,22272,2ae0,0,43455c0,-47.0
225,225,1750558985998862,-47,128,3C:6A:D2:84:AD:40,0,22288,2ae0,0,43455c0,-47.0
226,226,1750558986101191,-47,128,3C:6A:D2:84:AD:40,0,22304,2ae0,0,43455c0,-47.0
227,227,1750558986203702,-47,128,3C:6A:D2:84:AD:40,0,22320,2ae0,0,43455c0,-47.0
228,228,1750558986305063,-47,128,3C:6A:D2:84:AD:40,0,22336,2ae0,0,43455c0,-47.0
229,229,1750558986408513,-47,128,3C:6A:D2:84:AD:40,0,22352,2ae0,0,43455c0,-47.0
230,230,1750558986510584,-47,128,3C:6A:D2:84:AD:40,0,22368,2ae0,0,43455c0,-47.0
231,231,1750558986612991,-47,128,3C:6A:D2:84:AD:40,0,22384,2ae0,0,43455c0,-47.0
232,232,1750558986715411,-47,128,3C:6A:D2:84:AD:40,0,22400,2ae0,0,43455c0,-47.0
233,233,1750558986817817,-47,128,3C:6A:D2:84:AD:40,0,22416,2ae0,0,43455c0,-47.0
234,234,1750558986920236,-47,128,3C:6A:D2:84:AD:40,0,22432,2ae0,0,43455c0,-47.0
235,235,1750558987022806,-47,128,3C:6A:D2:84:AD:40,0,22448,2ae0,0,43455c0,-47.0
236,236,1750558987125295,-47,128,3C:6A:D2:84:AD:40,0,22464,2ae0,0,43455c0,-47.0
237,237,1750558987227638,-47,128,3C:6A:D2:84:AD:40,0,22480,2ae0,0,43455c0,-47.0
238,238,1750558987331028,-47,128,3C:6A:D2:84:AD:40,0,22496,2ae0,0,43455c0,-47.0
239,239,1750558987432456,-47,128,3C:6A:D2:84:AD:40,0,22512,2ae0,0,43455c0,-47.0
240,240,1750558987534827,-47,128,3C:6A:D2:84:AD:40,0,22528,2ae0,0,43455c0,-47.0
241,241,1750558987637383,-47,128,3C:6A:D2:84:AD:40,0,22544,2ae0,0,43455c0,-47.0
242,242,1750558987739678,-47,128,3C:6A:D2:84:AD:40,0,22560,2ae0,0,43455c0,-47.0
243,243,1750558987842304,-47,128,3C:6A:D2:84:AD:40,0,22576,2ae0,0,43455c0,-47.0
244,244,1750558987944348,-47,128,3C:6A:D2:84:AD:40,0,22592,2ae0,0,43455c0,-47.0
245,245,1750558988046887,-47,128,3C:6A:D2:84:AD:40,0,22608,2ae0,0,43455c0,-47.0
246,246,1750558988149285,-47,128,3C:6A:D2:84:AD:40,0,22624,2ae0,0,43455c0,-47.0
247,247,1750558988251644,-47,128,3C:6A:D2:84:AD:40,0,22640,2ae0,0,43455c0,-47.0
248,248,1750558988354116,-46,128,3C:6A:D2:84:AD:40,0,22656,2ae0,0,43455c0,-46.666666666666664
249,249,1750558988456480,-46,128,3C:6A:D2:84:AD:40,0,22672,2ae0,0,43455c0,-46.333333333333336
250,250,1750558988558851,-46,128,3C:6A:D2:84:AD:40,0,22688,2ae0,0,43455c0,-46.0
